1.7016754	-0.0854753	4.2432947
1.7335174	-0.1070043	4.2262774
1.6892300	-0.1533846	4.2187519
1.6897677	-0.1636818	4.1941695
1.6490967	-0.1697676	4.1933098
1.6336304	-0.1664883	4.1847868
1.6146405	-0.1586836	4.1831059
1.6242355	-0.1407579	4.1864743
1.6221708	-0.1334502	4.1859245
1.6262955	-0.1277959	4.1832991
1.6317889	-0.1128923	4.1930637
1.6573949	-0.0624859	4.2150583
1.6896838	0.0190227	4.2457895
1.7595820	0.0673417	4.2747941
1.8386071	0.0459117	4.2941060
1.8447060	-0.0236654	4.2759991
1.7977336	-0.0653845	4.2564230
1.7423086	0.0098609	4.2628226
1.7216833	0.0652627	4.2704163
1.7296948	0.0756456	4.2703652
1.7276006	0.1075860	4.2695732
1.7221847	0.1559166	4.2860627
1.7314182	0.1886940	4.3044620
1.7380398	0.2100162	4.3138857
1.7421380	0.1989127	4.3125172
1.7587596	0.1731718	4.3039746
1.7727580	0.1504653	4.2966433
1.7700739	0.1354797	4.2956166
1.7537066	0.1228888	4.2957554
1.7427291	0.1012579	4.2890921
1.7576729	0.0674905	4.2782493
1.8042532	0.0388041	4.2832241
1.8274574	0.0359586	4.2861404
1.8098585	0.0695771	4.2897830
1.8003013	0.1317249	4.3138819
1.8073051	0.1919238	4.3357472
1.8364108	0.2459831	4.3579230
1.8633599	0.2717494	4.3669691
1.8920712	0.2487570	4.3693204
1.9304118	0.2181840	4.3703389
1.9558984	0.1832272	4.3637877
1.9676591	0.1369586	4.3536830
1.9708727	0.0955932	4.3390388
1.9657062	0.0467813	4.3206673
1.9508613	-0.0067533	4.3080316
1.9305014	-0.0621939	4.2991285
1.9141469	-0.1056521	4.2899733
1.8984125	-0.1304692	4.2752981
1.8839284	-0.1346846	4.2691221
1.8747271	-0.1327331	4.2614570
1.8781354	-0.1318327	4.2631512
1.8964713	-0.1256432	4.2791638
1.8987886	-0.1104859	4.2833190
1.8588039	-0.1315271	4.2645617
1.7894550	-0.2099400	4.2230768
1.7279218	-0.2350122	4.2042122
1.6985112	-0.1844042	4.2041669
1.6890749	-0.1468294	4.2050033
1.6900194	-0.1331729	4.2095547
1.6899468	-0.1272921	4.2071686
1.6954380	-0.1186117	4.2065930
1.7081672	-0.1093645	4.2158108
1.7196195	-0.1146110	4.2271080
1.7285078	-0.1367684	4.2306919
1.7428688	-0.1876394	4.2231350
1.7471323	-0.2469650	4.2154574
1.7438097	-0.2433779	4.2090826
1.7395308	-0.2065443	4.2148623
1.7194824	-0.1803416	4.2209640
1.6878415	-0.1667691	4.2136374
1.6503637	-0.1552176	4.1994262
1.6169211	-0.1349364	4.1816454
1.6030576	-0.1035144	4.1836653
1.6055971	-0.0723963	4.1912994
1.6074236	-0.0630717	4.1929860
1.5924993	-0.0880491	4.1867595
1.5571806	-0.1477099	4.1659012
1.5293817	-0.2129205	4.1479015
1.5467214	-0.2480227	4.1539741
1.5761266	-0.2629327	4.1698155
1.6027380	-0.2711151	4.1804109
1.6325434	-0.2619253	4.1850743
1.6517534	-0.2192285	4.1930623
1.6936147	-0.1096906	4.2127156
1.7428074	0.0092211	4.2515674
1.8034551	0.0194086	4.2823734
1.9136940	0.0266223	4.3159480
1.9622377	0.1384378	4.3559675
1.9695375	0.1883977	4.3666296
1.9594445	0.1738012	4.3633237
1.9297229	0.0830951	4.3300757
1.8937486	-0.0036778	4.2937918
1.8600611	-0.0296025	4.2788587
1.8331240	-0.0714651	4.2599173
1.8241718	-0.1228912	4.2449174
1.8156995	-0.1701935	4.2402387
1.8034215	-0.1880874	4.2431970
1.7897526	-0.1816652	4.2434926
1.7672547	-0.1564843	4.2361612
1.7367246	-0.1310906	4.2307148
1.7118670	-0.1240692	4.2203321
1.7104202	-0.1165373	4.2215509
1.7300796	-0.0679089	4.2437305
1.7599194	-0.0323326	4.2591243
1.7893770	-0.0422859	4.2596483
1.7821585	-0.0256980	4.2505288
1.8207283	-0.0814834	4.2535272
1.8844340	-0.0636934	4.2780261
1.8895610	0.0231237	4.2978802
1.8761265	0.0674256	4.3082194
1.8398405	0.1163000	4.3105798
1.8230529	0.1495624	4.3133626
1.8281077	0.1807799	4.3290896
1.8414329	0.2093386	4.3512864
1.8494175	0.2456389	4.3706427
1.8532275	0.2817027	4.3803415
1.8475461	0.2971458	4.3844194
1.8295193	0.2798762	4.3686266
1.8094736	0.2452616	4.3523765
1.7935284	0.2209459	4.3460708
1.7833783	0.2098073	4.3379569
1.7791144	0.2001820	4.3283768
1.7764871	0.1884709	4.3130674
1.7760537	0.1734361	4.3102603
1.7849533	0.1566304	4.3090367
1.8084169	0.1436466	4.3091135
1.8443704	0.1381581	4.3193126
1.8959430	0.1320689	4.3284540
1.9676641	0.1059431	4.3397317
2.0120375	0.0973513	4.3547058
2.0087138	0.1607054	4.3794174
2.0188185	0.2403664	4.4125161
2.0407594	0.2606873	4.4209852
2.0405122	0.2721216	4.4233074
2.0346298	0.2675164	4.4154201
2.0137132	0.2564066	4.4086676
1.9933767	0.2438342	4.4074035
1.9758930	0.2327105	4.3978539
1.9646097	0.2168494	4.3832073
1.9587100	0.1995578	4.3668561
1.9521875	0.1852385	4.3637853
1.9415171	0.1679123	4.3578591
1.9361102	0.1512759	4.3499346
1.9282375	0.1425412	4.3468966
1.9028161	0.1408245	4.3360367
1.8608351	0.1462773	4.3224473
1.8149277	0.1588702	4.3175426
1.7800935	0.1803485	4.3235669
1.7723882	0.1974924	4.3299623
1.7935519	0.1750882	4.3234372
1.8232703	0.1165738	4.3113198
1.8396774	0.0979437	4.3051066
1.8479272	0.1005206	4.3090658
1.8528739	0.1123065	4.3215308
1.8484922	0.1354256	4.3266482
1.8491965	0.1288922	4.3189492
1.8375880	0.1653895	4.3193436
1.8094728	0.1984783	4.3274727
1.7856990	0.2018581	4.3243628
1.7656650	0.2012946	4.3176880
1.7481158	0.1992800	4.3132949
1.7302136	0.1996459	4.3053284
1.7143329	0.2082339	4.2992311
1.6996796	0.2267530	4.3075485
1.6831226	0.2432459	4.3194666
1.6701890	0.2327001	4.3156452
1.6740764	0.1879733	4.2931504
1.7008283	0.1288953	4.2763357
