1.7879841	0.1088833	4.3706927
1.7950186	0.1335383	4.3631783
1.7471152	0.1155071	4.3701124
1.7552592	0.1068768	4.3618059
1.7407740	0.0904724	4.3557487
1.7489153	0.0821326	4.3471498
1.7370780	0.0724247	4.3395033
1.7330828	0.0703615	4.3380933
1.7215949	0.0697874	4.3444438
1.7192084	0.0735242	4.3417616
1.7151962	0.0756556	4.3381414
1.7169064	0.0782096	4.3277059
1.7122693	0.0814721	4.3306398
1.7081611	0.0936333	4.3348041
1.7000767	0.1141335	4.3386688
1.6965385	0.1440111	4.3499322
1.7102788	0.1635165	4.3580046
1.7318664	0.1569809	4.3602033
1.7479906	0.1253029	4.3591762
1.7488259	0.0789567	4.3538198
1.7304537	0.0315538	4.3378677
1.7033147	-0.0003547	4.3162112
1.6858064	-0.0070071	4.3075924
1.6785545	-0.0022004	4.3008351
1.6759482	0.0025797	4.3038936
1.6729363	0.0051444	4.3116136
1.6673134	0.0068924	4.3091621
1.6592041	0.0013133	4.2988257
1.6568832	-0.0136855	4.2860832
1.6689863	-0.0217993	4.2915673
1.6922203	-0.0219949	4.3008137
1.7234870	-0.0297580	4.3080482
1.7441749	-0.0317769	4.3154273
1.7048970	0.0320112	4.3139062
1.6301641	0.1409470	4.3217883
1.5991467	0.1829280	4.3365569
1.6158930	0.1400342	4.3348441
1.6330030	0.0874639	4.3239427
1.6394129	0.0493799	4.3088889
1.6445686	0.0307777	4.3033314
1.6473894	0.0143463	4.2950788
1.6473942	-0.0089063	4.2921233
1.6424935	-0.0328762	4.2951164
1.6314538	-0.0503295	4.2885718
1.6110078	-0.0627505	4.2746191
1.5844999	-0.0819600	4.2542825
1.5642730	-0.1119857	4.2472119
1.5638385	-0.1435786	4.2449741
1.5827063	-0.1668485	4.2456574
1.6055569	-0.1785886	4.2529182
1.6259449	-0.1833466	4.2554007
1.6555518	-0.1750380	4.2608094
1.6996915	-0.1475655	4.2820163
1.7157540	-0.1340373	4.2992115
1.6999792	-0.1298441	4.2988491
1.6784870	-0.1218873	4.2887354
1.6553475	-0.1090799	4.2815604
1.6375449	-0.1023813	4.2720027
1.6358573	-0.1120417	4.2738581
